author_list,crossref:string[],publish_count
Paolo Tranquilli,journals/corr/BortolussiW13,1
Paolo Penna,conf/atmos/2002,1
Olivier Danvy,conf/rule/2001,1
Olivier Danvy,conf/wrs/2004,1
Paolo Milazzo,journals/corr/abs-1008-3147,1
Olivier Fissore,conf/strategies/2001,1
Olivier Bournez,journals/corr/abs-0906-4612,1
Olivier Gout,conf/grabats/2002,1
Olga Marroquín Alonso,conf/coordination/2005mtcoord,1
Olga Marroquín Alonso,conf/fgc/2003,1
Olga Marroquín Alonso,conf/secco/2005,1
Olga Tveretina,journals/corr/abs-1106-0814,1
Olga Tveretina,journals/corr/abs-1709-01761,1
Paqui Lucio,journals/corr/Villanueva17,1
Olha Shkaravska,conf/wflp/2007,1
Oliver Kutz,conf/lsfa/2013,1
Oliver Köth,conf/gtvmt/2001,1
Paqui Lucio,conf/prole/2009,1
Olivier Boissier,conf/coordination/2005coorg,1
Olivier Bournez,conf/lics/2003icc,1
Olivier Bournez,conf/rule/2005,1
Orna Kupferman,journals/corr/abs-2009-09360,1
Ondrej Klíma 0001,journals/corr/abs-1008-1270,1
Paolo Busetta,conf/wsfm/2004,1
Paolo Bottoni,journals/corr/HeussnerKW16,1
Omer Nguena-Timo,conf/fm/2015use,1
Paolo Bottoni,conf/vlfm/2004,1
Paolo Bottoni,conf/gtvmt/2002,1
Oriol Valentín,journals/corr/CervesatoS15,1
Paolo Ballarini,conf/mochart/2005,1
Orlin G. Grigorov,conf/uitp/2008,1
Orna Grumberg,conf/floc/1999smc,1
Orna Kupferman,conf/express/2000,1
Paolo Di Giamberardino,journals/corr/abs-1108-4077,1
Olivier H. Roux,conf/secco/2005,1
Olivier Ridoux,journals/lncs/1994-910,1
Olivier H. Roux,conf/softmc/2005,1
Olivier Hermant,conf/nsad/2014,1
Paolo Milazzo,journals/corr/GraudenziCMA13,1
Olivier Lebeltel,journals/corr/BertrandB14,1
Olivier Melançon,journals/corr/abs-2207-11600,1
Olivier Michel,conf/rule/2001,1
Olivier Nicol,conf/icml/2011otee,1
Olivier Perrin 0001,conf/wwv/2007,1
Olivier Pietquin,conf/aistats/2010w,1
Olivier Ridoux,conf/lpe/1999,1
Olivier Stietel,journals/corr/abs-2209-09333,1
Olivier Tardieu,conf/slap/2004,1
Olivier Tardieu,conf/sos/2004,1
Paolo Gentilini,conf/lmcs/2006,1
Omar Chiotti,conf/clei/2011s,1
Patrick Girard 0004,journals/corr/Ramanujam16,1
Paul-André Melliès,conf/ctcs/2004,1
Paula Severi,conf/cats/2000,1
Neil Evans,journals/corr/abs-1305-5634,1
Neil Ghani,conf/cats/2002,1
Neil Ghani,conf/cmcs/2002,1
Paula M. Veloso,conf/lsfa/2010,1
Paul-Eugène Parent,conf/getco/2003,1
Neil Ghani,conf/msfp/2008,1
Neil Ghani,conf/wood/2004,1
Paul van Tilburg,journals/corr/abs-1011-6012,1
Neil Grant,journals/corr/abs-1305-5634,1
Neil J. Ross,journals/corr/abs-1802-09737,1
Neil Leslie,conf/cats/2004,1
Paula Severi,conf/lfm/2002,1
Neil D. Jones,journals/corr/abs-2008-02483,1
Neda Noroozi,journals/corr/abs-1303-0379,1
Paulo A. S. Veloso,conf/lsfa/2013,1
Paulo A. S. Veloso,conf/lsfa/2010,1
Paulo A. S. Veloso,conf/lsfa/2007,1
Paulin Jacobé de Naurois,journals/corr/abs-1908-04478,1
Paulin Jacobé de Naurois,conf/lics/2003icc,1
Neil Evans,conf/avocs/2005,1
Niccolò Veltri,journals/corr/abs-2112-13746,1
Nicholas Asher,journals/corr/abs-1303-0071,1
Nicholas Elia,journals/corr/BrihayeDJMS16,1
Niall Murphy,journals/corr/NearyC13,1
Nicholas Paul Sheppard,conf/esorics/2007rem,1
Nicholas Seegmiller,conf/fac/2005,1
Nick Benton,conf/babel/2001,1
Nick Benton,conf/hoots/1999,1
Nick Benton,conf/ml/2005,1
Nian Zhou,conf/cats/2003,1
Nelma Moreira,conf/lsfa/2018,1
Paul T. Graunke,conf/ssv/2008,1
Nelma Moreira,journals/corr/abs-1210-2028,1
Paul Taylor 0002,conf/ctcs/2004,1
Paul Taylor 0002,conf/ctcs/2002,1
Nelson S. Rosa,conf/fesca/2004,1
Neng-Fa Zhou,conf/iclp/1999woid,1
Newton Spolaôr,conf/clei/2012s,1
Newton Spolaôr,conf/clei/2013s,1
Paul Ruet,conf/dcm/2007,1
Nick Moffat,conf/cav/2004gdv,1
Narciso Martí-Oliet,journals/corr/abs-1204-5318,1
Paulo Sérgio Medeiros dos Santos,conf/clei/2012s,1
Paulo Roberto Massa Cereda,conf/clei/2018s,1
Paulo Roberto Freire Cunha,conf/fesca/2004,1
Natalia Olegovna Garanina,journals/corr/BersaniBFM14,1
Pavel Grigorenko,conf/ldta/2005,1
Nataliya Guts,journals/corr/LevyK14,1
Pavel Parízek,conf/fesca/2006,1
Naoshi Tabuchi,conf/mpc/2002tip,1
Pavel Naumov,journals/corr/abs-1303-0071,1
Pavel Moravec 0002,conf/pdmc/2005,1
Narad Rampersad,journals/corr/abs-1008-1270,1
Narad Rampersad,journals/corr/abs-1108-3412,1
Pavel Martyugin,conf/rp/2008,1
Narciso Martí-Oliet,conf/rule/2004,1
Pavel Jezek,conf/fesca/2007,1
Paulo A. S. Veloso,conf/wollic/2006,1
Paulo F. Silva 0001,conf/rule/2008,1
Natividad Martínez Madrid,conf/etaps/2004sfedl,1
Paulo Borba,conf/sbmf/2006,1
Paulo Borba,conf/sbmf/2003,1
Paulo A. S. Veloso,journals/corr/abs-1203-5423,1
Nazareno Aguirre,conf/fesca/2004,1
Nathalie Bertrand 0001,journals/corr/abs-0907-5257,1
Natallia Kokash,conf/fesca/2012,1
Natarajan Shankar,conf/lsfa/2010,1
Natasha Sharygina,journals/corr/BersaniBFM14,1
Nate Foster,journals/corr/FinkbeinerS14,1
Nate Soares,journals/corr/Lang17a,1
Nathalie Bertrand 0001,conf/express/2005,1
Nathalie Bertrand 0001,journals/corr/abs-1010-6112,1
Nathalie Théret,conf/sasb/2015,1
Nathan Cassee,journals/corr/abs-1712-08345,1
Nathan Cooprider,conf/floc/2006tv,1
Paulo Fernandes 0001,conf/pasm/2004,1
Nick Moffat,conf/avocs/2006,1
Nikolaos Papaspyrou,journals/corr/abs-1110-3853,1
Patrícia D. L. Machado,conf/sbmf/2003,1
Nikolai Tillmann,conf/softmc/2005,1
Patryk Zadarnowski,conf/cocv/2003,1
Nikolaj S. Bjørner,conf/smt/2007,1
Patrizio Pelliccione,conf/vodca/2006,1
Nikolaos S. Papaspyrou,conf/qpl/2006,1
Nikolaos Siafakas,conf/dcm/2006,1
Nikolaos Siafakas,journals/corr/abs-1003-5716,1
Patrizia Paggio,conf/fgmol/2001,1
Patrik O. Hoyer,conf/nips/2009mscts,1
Nikita Sidorov,journals/corr/abs-1108-3412,1
Nihal Pekergin,conf/pasm/2016,1
Paul B. Jackson,conf/bmc/2006,1
Nik Swoboda,conf/euler/2004,1
Nikhil Swamy,journals/corr/LevyK14,1
Paul A. Strooper,conf/floc/2006vd,1
Nikola Trcka,conf/qapl/2008,1
Niklas Eén,conf/bmc/2003,1
Niklas Holsti,conf/nsad/2011,1
Paul A. Strooper,conf/cats/2002,1
Patrick Maier 0001,conf/esorics/2007rem,1
Nir Piterman,conf/bmc/2004,1
Nir Piterman,conf/cocv/2007,1
Niranjan Suri,conf/agents/2001semas,1
Patrick Hoffmann,conf/coordination/2005interdb,1
Nishant Sinha 0001,conf/cav/2003smc,1
Nikos Mylonakis,conf/cade/2000ttlpss,1
Nima Roohi,conf/foclasa/2009,1
Nils Bulling,journals/corr/abs-1303-0071,1
Patrick N. D. Simpson,conf/esorics/2007rem,1
Patrick Maier 0001,conf/etaps/2016rac,1
Nils Timm,journals/corr/abs-2209-09208,1
Nicolas Pierron,conf/ldta/2008,1
Paul Kröger,journals/corr/abs-1910-13641,1
Paul Klint,journals/corr/abs-1106-5962,1
Nicolas Lumineau,conf/coordination/2005interdb,1
Nicolas Markey,conf/express/2002,1
Nicolas Markey,journals/corr/CantoneD16,1
Nicolas Markey,journals/corr/PuppisV13,1
Paul Klint,conf/wrs/2002,1
Nicolas Ninin,journals/corr/LaneseLSV14,1
Paul Klint,conf/ldta/2007,1
Nicolas Troquard,conf/lcmas/2005,1
Nicolas Troquard,journals/corr/LomuscioV16,1
Nicolas Halbwachs,conf/slap/2004,1
Nicola Gigante,journals/corr/abs-1809-02416,1
Paul O'Connell,conf/stm/2005,1
Paul N. Bennett,conf/icml/2010ltr,1
Nicola Paoletti,journals/corr/abs-1208-4327,1
Nicolai Kraus,journals/corr/abs-1110-6685,1
Nicolas Guenot,journals/corr/CervesatoC15,1
Paul Le Guernic,conf/fmgals/2007,1
Paul J. Krause,journals/corr/ProencaT15,1
Niels F. W. Voorneveld,conf/mfps/2019,1
Niels F. W. Voorneveld,journals/corr/abs-2004-14735,1
Niels F. W. Voorneveld,journals/corr/abs-2112-13746,1
Niels Joncheere,conf/abmb/2006,1
Paul C. Attie,conf/infinity/2005,1
Paul Brauner,conf/termgraph/2007,1
Paul Blain Levy,conf/mfps/2011,1
Nigel Thomas,conf/pasm/2016,1
Paul Blain Levy,conf/mfps/2007,1
Nicos Angelopoulos,journals/corr/abs-1909-07646,1
Nicolas Zuanon,conf/slap/2003,1
Paul J. Krause,conf/fesca/2008,1
Paul J. Krause,conf/fesca/2007,1
Paul J. Krause,conf/fesca/2005,1
Paul Hänsch,conf/etaps/2011has,1
Paul Hudak,conf/birthday/2007lindstrom,1
Paul H. J. Kelly,conf/fesca/2008,1
Nicoletta De Francesco,journals/corr/abs-1008-3147,1
Nicoletta Sabadini,conf/cats/2003,1
Paul H. B. Gardiner,conf/wsaif/1999,1
Paul Dorbec,journals/corr/abs-1802-09737,1
Nicolás Wolovick,journals/corr/abs-1006-5107,1
Paul D. Hovland,conf/termgraph/2006,1
Paul D. Hankin,conf/hlcl/1998,1
Nicolò Cesa-Bianchi,conf/icml/2011otee,1
Manuel Mazzara,conf/wsfm/2004,1
Manuel M. T. Chakravarty,conf/cocv/2003,1
Manuel Koch,conf/vodca/2004,1
Mao-kang Luo,conf/isdt/2017,1
Mao-cheng Cai,conf/cats/2003,1
Manuela Chessa,journals/corr/abs-2007-11260,1
Manuel V. Hermenegildo,conf/iclp/1999woid,1
Manuel V. Hermenegildo,conf/cocv/2004,1
Manuel V. Hermenegildo,conf/bytecode/2009,1
Manuel Garnacho,conf/safecert/2008,1
Manuel Fähndrich,conf/nsad/2011,1
Manish Gaur,conf/ice/2008,1
Manfred Schmidt-Schauß,journals/corr/abs-2008-12414,1
Manfred Schmidt-Schauß,journals/corr/abs-1302-5997,1
Manfred Schmidt-Schauß,conf/mfps/2007,1
Manfred Sailer,conf/fgmol/2001,1
Manfred Opper,journals/jmlr/2006gpp,1
Manoranjan Satpathy,conf/mbt/2004,1
Manuel Clavel,conf/wrs/2003,1
Marcel Kyas,conf/icalp/2001vepas,1
Marcel Kyas,conf/etaps/2004sfedl,1
Marcello M. Bersani,journals/corr/abs-2007-11260,1
Marcelo Finger,conf/wollic/2005,1
Marcelo Finger,conf/wollic/2003,1
Marcelo Finger,conf/lsfa/2009,1
Marcelo Finger,conf/lsfa/2008,1
Marcelo E. Coniglio,journals/corr/abs-1303-7136,1
Marcello Maria Bersani,journals/corr/PuppisV13,1
Marc-André Möller,conf/cocv/2006,1
Marc Feeley,journals/corr/abs-2207-11600,1
Marc Pantel,conf/calculemus/2005,1
Marc Zeitoun,conf/cav/2004gdv,1
Marc Wagner 0001,conf/uitp/2008,1
Marc Renaudin,journals/corr/abs-2004-12403,1
Maddalena Zacchi,journals/corr/Graham-LengrandP13,1
Madanlal Musuvathi,conf/cav/2003smc,1
Maciej Piróg,journals/corr/Danvyd16,1
Maciej Piróg,journals/corr/AtkeyK16,1
Maciej Koutny,journals/corr/abs-1211-3476,1
Maciej Koutny,conf/express/2005,1
Maciej Koutny,conf/apn/2004wisp,1
Maciej Gazda,journals/corr/abs-1208-2440,1
Maciej Gazda,journals/corr/abs-0911-3189,1
Maaz Bin Safeer Ahmad,journals/corr/PiskacD16,1
Maarit Hietalahti,conf/icalp/2007wcan,1
Manfred Kudlek,journals/corr/abs-1207-6821,1
Magnus Love Koci,conf/atmos/2003,1
Magne Haveraaen,conf/ldta/2008,1
Mads Vanggaard,conf/ldta/2003,1
M.-H. Tsai,conf/aistats/2010w,1
M. I. P. Salas,conf/clei/2013s,1
M. Carmen Fernández Gago,conf/ics2/2006,1
M. José Ramírez-Quintana,conf/wwv/2005e,1
M. V. Achutha Kiran Kumar,journals/corr/LinP14,1
M. Randall Holmes,conf/icalp/2003mlc,1
Mamoun Filali,conf/avocs/2006,1
Malte Lochau,journals/corr/RensinkZ15,1
Malte Appeltauer,conf/rule/2007,1
Manfred Jaeger,journals/corr/abs-1212-3454,1
Manfred Hechinger,conf/secco/2003,1
Manfred Droste,journals/corr/abs-1708-06226,1
Manfred Droste,journals/corr/CantoneD16,1
Manfred Broy,conf/etaps/2002viss,1
Makarius Wenzel,conf/uitp/2010,1
Maja D'Hondt,conf/evol/2006s,1
Maike Schwammberger,journals/corr/abs-1804-03406,1
Makarius Wenzel,journals/corr/abs-1811-09014,1
Makoto Tatsuta,conf/lmcs/2006,1
Makoto Kanazawa,conf/wollic/2006,1
Mariangiola Dezani-Ciancaglini,conf/itrs/2002,1
Mariangiola Dezani-Ciancaglini,conf/icalp/2001both,1
Mariangiola Dezani-Ciancaglini,conf/dcm/2007,1
Marian Gheorghe 0001,conf/mecbic/2008,1
Maria-Esther Vidal,journals/corr/Villanueva17,1
Maria del Pilar Pozos Parra,conf/lanmr/2014s,1
Mariangiola Dezani-Ciancaglini,conf/itrs/2004,1
Maribel Fernández,conf/icalp/2006secret,1
Maribel Fernández,conf/express/2005,1
Maribel Fernández,conf/express/2002,1
Marianne Huchard,conf/grabats/2002,1
Marianne De Michiel,conf/tapas2/2012,1
Mariangiola Dezani-Ciancaglini,journals/corr/abs-1909-05242,1
Mariangiola Dezani-Ciancaglini,journals/corr/abs-0911-2829,1
Mariangiola Dezani-Ciancaglini,journals/corr/OrchardY16a,1
Mariangiola Dezani-Ciancaglini,journals/corr/Graham-LengrandP13,1
Mariangiola Dezani-Ciancaglini,journals/corr/Carbone14,1
Mariangiola Dezani-Ciancaglini,conf/mecbic/2008,1
Maria Sorea,conf/mtcs/2002,1
Maria Grazia Vigliotti,journals/corr/Oliva14,1
Maria Grazia Vigliotti,conf/qapl/2009,1
Maria Grazia Vigliotti,conf/qapl/2008,1
Maria Emilia Maietti,conf/domains/2002,1
Maria Emilia Maietti,conf/ctcs/2004,1
Maria João Varanda Pereira,conf/ldta/2006,1
Maria Paola Bonacina,conf/strategies/2004,1
Maria Rita Di Berardini,conf/sasb/2011,1
Maria Paola Bonacina,conf/strategies/2001,1
Maria Luisa Guerriero,conf/cs2bio/2012,1
Maria Paola Bonacina,conf/smt/2006,1
Maria Luisa Villani,conf/avocs/2006,1
Marcelo d'Amorim,conf/rv/2005,1
Marino Miculan,conf/merlin/2001,1
Marinella Petrocchi,conf/stm/2005,1
Marinella Petrocchi,conf/secco/2004,1
Marinella Petrocchi,conf/ics2/2006,1
Marina Waldén,conf/fct/1999wds,1
Marina Pilar,conf/clei/2013s,1
Marina Mongiello,conf/svv/2005,1
Marina Mongiello,conf/fm/2005wlfm,1
Marino Miculan,conf/lfm/2002,1
Mario Bravetti,conf/mtcs/2001,1
Mario Bravetti,conf/mtcs/2000,1
Mario Bravetti,conf/lix/2006,1
Mario Bravetti,conf/express/2007,1
Mario Bravetti,conf/express/1999,1
Marino Miculan,journals/corr/abs-1011-0051,1
Marino Miculan,journals/corr/abs-0912-0034,1
Marina Lenisa,conf/cmcs/2003,1
Marie-Claude Gaudel,conf/mbt/2008,1
Maribel Fernández,journals/corr/abs-1303-7136,1
Maribel Fernández,journals/corr/abs-1009-2189,1
Maribel Fernández,journals/corr/abs-1003-5716,1
Maribel Fernández,journals/corr/LoweW14,1
Maribel Fernández,conf/termgraph/2004,1
Maribel Fernández,conf/termgraph/2002,1
Maribel Fernández,conf/rule/2006,1
Mariel Alejandra Ale,conf/clei/2011s,1
Marina Lenisa,conf/cmcs/1999,1
Marija Kulas,journals/corr/SchwarzV17,1
Marija Kulas,conf/sos/2004,1
Marco Gaboardi,conf/lsfa/2007,1
Marco Faella,journals/corr/abs-1006-5107,1
Marco Faella,journals/corr/MogaveroMV14,1
Marco Colombetti,conf/lcmas/2005,1
Marco Loog,journals/jmlr/2006gpp,1
Marco Kick,conf/concur/2002cmcim,1
Marco Giunti,journals/corr/BeekL15,1
Marco Carbone,journals/corr/abs-1207-3485,1
Marco Carbone,journals/corr/abs-1002-1408,1
Marco Antonio Barbosa,conf/coordination/2006coorg,1
Marco Antonio Barbosa,conf/foclasa/2006,1
Marco Bernardo 0001,conf/qapl/2009,1
Marco Bozzano,journals/corr/abs-1710-02770,1
Marco Bernardo 0001,journals/corr/abs-1108-1452,1
Marco Bernardo 0001,conf/mtcs/2000,1
Marco Benini,conf/clase/2005,1
Marco Autili,journals/corr/CamaraP15,1
Marek Gawkowski,conf/cocv/2004,1
Marcus Völp,journals/corr/abs-1211-5873,1
Margherita Napoli,conf/cats/2001,1
Marco T. Morazán,journals/corr/abs-1906-10757,1
Marco T. Morazán,journals/corr/CaldwellHA14,1
Marco Sälzer,journals/corr/abs-2009-09360,1
Marco Rubino,conf/nsad/2017,1
Marco Roveri,conf/floc/2006vd,1
Marco Pistore,conf/arspa/2005,1
Marcus Größer,journals/corr/abs-0907-5257,1
Marcus Denker,conf/evol/2006s,1
Marcus Daum,journals/corr/abs-1211-5873,1
Marcus Anthony Triplett,journals/corr/Ramanujam16,1
Marcos Villagra,conf/clei/2016s,1
Marcos López Sanz,conf/clei/2014s,1
Lia Yeh,journals/corr/abs-2211-01102,1
Li-Gang Wu,conf/isdt/2009,1
Li Su 0002,conf/fmis/2007,1
Li Su 0002,conf/arts/2004,1
Li Hsien Yoong,conf/slap/2008,1
Lijesh Krishnan,conf/cocv/2006,1
Libor Polák,journals/corr/abs-1008-1270,1
Leonid Ryzhyk,journals/corr/PiskacD16,1
Letterio Galletta,journals/corr/ProencaT15,1
Letterio Galletta,journals/corr/abs-1711-10708,1
Letterio Galletta,journals/corr/BartolettiHKV16,1
Leslie Murray,conf/clei/2015s,1
Lijesh Krishnan,conf/ldta/2007,1
Liqian Chen,conf/nsad/2014,1
Lisa Higham,conf/floc/2006tv,1
Livia Lestingi,journals/corr/abs-2007-11260,1
Lisbeth Fajstrup,conf/getco/2000,1
LillAnne Jackson,conf/floc/2006tv,1
Lilian Burdy,journals/corr/DuboisMM17,1
Linda Brodo,conf/sasb/2011,1
Linda Brodo,conf/secco/2007,1
Ling Fang,journals/corr/PangL14,1
Ling Fang,conf/cocv/2007,1
Ling Cheung,conf/getco/2003,1
Linde Wester,journals/corr/abs-1802-09737,1
Laurent Mounier,conf/mbt/2008,1
Laurent Mounier,conf/cav/2001smc,1
Laurent Prosperi,journals/corr/abs-1907-08335,1
Laurentiu Leustean,conf/wollic/2006,1
Laurent Van Begin,conf/infinity/2003,1
Laurent Van Begin,conf/infinity/2002,1
Laurence Loewe,journals/corr/abs-0910-1605,1
Lasse Nielsen,journals/corr/abs-1011-6012,1
Lars Kristiansen,conf/lics/2003icc,1
Laura I. Meikle,conf/uitp/2010,1
Laura E. Brown,conf/wcci/2008cpc,1
Laura Bozzelli,journals/corr/abs-1106-0814,1
Laura Bocchi,journals/corr/abs-1108-0144,1
Lawrence S. Moss,conf/cmcs/2002,1
Leila Ribeiro 0001,journals/corr/abs-1003-5758,1
Leila Ribeiro 0001,conf/grabats/2004,1
Leila Ribeiro 0001,conf/concur/2006gtvc,1
Lennart Beringer,conf/fgc/2003,1
Leonardo B. Vana,conf/lsfa/2007,1
Leo Marcus,conf/lics/2009laft,1
Lenore D. Zuck,conf/cocv/2002,1
Lenore D. Zuck,conf/rv/2005,1
Lawrence S. Moss,conf/fgmol/2001,1
Leif Geiger,conf/grabats/2004,1
Lee Momtahan,conf/fm/2005wlfm,1
Leander Behr,journals/corr/abs-2207-04391,1
Leen Lambers,conf/accat/2007,1
Leendert W. N. van der Torre,conf/coordination/2006coorg,1
Leendert W. N. van der Torre,conf/coordination/2005mtcoord,1
Luis Menasché Schechter,conf/lsfa/2008,1
Luis Fariñas del Cerro,conf/lsfa/2009,1
Luis Estrada-González,journals/corr/abs-2204-06359,1
Luis Daniel Benavides Navarro,conf/clei/2011s,1
Luigia Petre,conf/fct/1999wds,1
Luigia Carlucci Aiello,conf/cav/2001lacpv,1
Luigi Sauro,journals/corr/MogaveroMV14,1
Luigi Santocanale,journals/corr/abs-2101-07888,1
Luke Chircop,journals/corr/abs-1708-06889,1
Lukas Brügger,conf/mbt/2008,1
Luis Quesada 0002,journals/corr/Escobar15,1
Luigi Santocanale,conf/cmcs/2003,1
Ludovic Font,journals/corr/abs-2002-11895,1
Lucy Saunders-Evans,conf/express/2006,1
Lucien Capedevielle,journals/corr/abs-1201-0345,1
Luciano Margara,journals/corr/abs-1208-2498,1
Ludovica Luisa Vissat,journals/corr/TribastoneW16,1
Ludwig Ostermayer,journals/corr/SchwarzV17,1
Luigi Liquori,journals/corr/CervesatoC15,1
Lydie du Bousquet,conf/slap/2003,1
László Gönczy,conf/concur/2006gtvc,1
László Kovács,journals/corr/abs-0906-4900,1
László Hegedüs,journals/corr/EsikF14,1
Luís Soares Barbosa,conf/cmcs/2003,1
Lutz Schröder,conf/cmcs/2008,1
Luuk Groenewegen,journals/corr/abs-1108-1452,1
Luís M. B. Lopes,conf/hlcl/1998,1
Luís Pinto 0001,journals/corr/Oliva14,1
Luís Pinto 0001,conf/cade/1998proof,1
Luís Monteiro,conf/cmcs/2000,1
Luís M. B. Lopes,conf/fgc/2003,1
Luís Caires,conf/express/2006,1
Loïc Paulevé,conf/sasb/2015,1
Loïc Paulevé,conf/sasb/2014,1
Loïc Hélouët,conf/etaps/2002viss,1
Loïc Germerie Guizouarn,journals/corr/abs-2109-14908,1
Loïc Besnard,conf/fmgals/2007,1
Luca Aceto,conf/express/2003,1
Luca Aceto,conf/express/2001,1
Lubos Brim,journals/corr/abs-1109-1044,1
Lubos Brim,conf/sasb/2015,1
Lubos Brim,conf/sasb/2014,1
Lubos Brim,conf/pdmc/2005,1
Lorenzo Capra,journals/corr/abs-2111-07538,1
Lorenzo Capra,journals/corr/abs-1909-00584,1
Louise A. Dennis,journals/corr/abs-2209-13181,1
Louis-Marie Traonouez,journals/corr/abs-1207-3485,1
Louis-Julien Guillemette,conf/plpv/2006,1
Louis Mandel,conf/slap/2008,1
Louis M. Rose,journals/corr/GorpRK13,1
Luca Aceto,conf/sos/2004,1
Luca Tesei,journals/corr/abs-1208-4327,1
Luciano Baresi,conf/gg/2004pngt,1
Luciano Baresi,conf/concur/2007gtvc,1
Luciana Brasil Rebelo dos Santos,journals/corr/BuhnovaHK14,1
Lucia Pomello,journals/corr/abs-0911-2829,1
Luca Aceto,journals/corr/abs-1002-2978,1
Luca Bortolussi,journals/corr/abs-1207-0559,1
Luca Bortolussi,journals/corr/BertrandT15,1
Luca Aceto,journals/corr/abs-1202-3174,1
Luca Aceto,journals/corr/abs-1108-2796,1
Luca Padovani,journals/corr/abs-1101-4104,1
Luca Geatti,journals/corr/abs-1809-02416,1
Luca Franceschini,journals/corr/abs-1709-04199,1
Merijn de Jonge,conf/ldta/2008,1
Mercedes Hidalgo-Herrero,conf/prole/2009,1
Mertcan Temel,journals/corr/abs-2205-11103,1
Mertcan Temel,journals/corr/abs-2009-12521,1
Mehmet Aksit,conf/abmb/2005,1
Mehdi Bouaziz,conf/nsad/2012,1
Mehmet Aksit,conf/abmb/2006,1
Mehrnoosh Sadrzadeh,conf/lcmas/2004,1
Mehrnoosh Sadrzadeh,conf/cmcs/2008,1
Mehreen Saeed,conf/wcci/2008cpc,1
Petteri Kaskenpalo,journals/corr/abs-1006-1689,1
Michael Gonder,conf/plpv/2006,1
Michael Franz,conf/vmcai/2005aiool,1
Michael Hanus,conf/wrs/2002,1
Michael Huth,conf/domains/2002,1
Michael Hicks 0001,journals/corr/LevyK14,1
Michael Franz,conf/cocv/2003,1
Michael Franssen,conf/cade/1998proof,1
Michael Fisher 0001,journals/corr/abs-2209-13181,1
Michael Cohen,journals/corr/abs-2106-10886,1
Michael Carl Tschantz,conf/mfps/2011,1
Michael Baldamus,conf/hoots/2000,1
Michael Fisher 0001,conf/mochart/2005,1
Michael Dierkes,journals/corr/abs-1212-6574,1
Maurice Herlihy,conf/getco/2000,1
Maurice H. ter Beek,journals/corr/RubinT16,1
Maurice Bruynooghe,conf/cocv/2002,1
Matvey Soloviev,journals/corr/LoweW14,1
Mauricio Ayala-Rincón,journals/corr/MunozP16,1
Mauricio Ayala-Rincón,conf/wrs/2002,1
Mauricio Ayala-Rincón,conf/lsfa/2008,1
Matti Niemenmaa,journals/corr/abs-0912-3036,1
Matthias Schunter,conf/wsaif/1999,1
Matti Luukkainen,conf/iclp/2003svv,1
Matthieu Sozeau,journals/corr/abs-2107-07376,1
Matthieu Moy,conf/tapas2/2012,1
Matthieu Martel,journals/corr/BanerjeeDDH13,1
Matthieu Martel,conf/nsad/2012,1
Matthieu Lemerre,journals/corr/abs-1007-0831,1
Mauricio Ayala-Rincón,journals/corr/abs-1303-7136,1
Mauricio Espinoza,conf/clei/2016s,1
Max Walter,conf/qmpd/2012,1
Max J. Friese,journals/corr/abs-2004-12403,1
Max I. Kanovich,conf/cotic/1998,1
Maxime Lucas,journals/corr/abs-2112-13746,1
Maximiliano Arias,conf/clei/2017s,1
Maximilian Doré,journals/corr/abs-1903-12402,1
Maurizio Proietti,journals/corr/BjornerFRS14,1
Maurizio Drocco,journals/corr/abs-1006-5107,1
Mauricio Osorio 0001,conf/lanmr/2016s,1
Maurizio Proietti,journals/corr/GallagherR16,1
Maurizio Proietti,journals/corr/abs-1907-03523,1
Mauro Jaskelioff,journals/corr/abs-2206-09534,1
Mauro Jaskelioff,conf/msfp/2008,1
Mauro Jaskelioff,conf/clei/2017s,1
Michele Basaldella,journals/corr/AlvesC15,1
Michela Becchi,journals/corr/abs-1211-5873,1
Michele Ruta,conf/svv/2005,1
Michele Pasqua,conf/nsad/2016,1
Michele Loreti,journals/corr/abs-1108-1452,1
Michele Loreti,journals/corr/LaneseLSV14,1
Michele Loreti,conf/sos/2008,1
Michele Loreti,conf/icalp/2001both,1
Michaël Rusinowitch,journals/corr/abs-2109-02501,1
Michel P. Schellekens,conf/domains/1998,1
Michel Rueher,journals/lncs/1994-910,1
Michel Gagnon,journals/corr/abs-2002-11895,1
Mika Karaila,conf/atem/2004,1
Mickael Randour,journals/corr/EsparzaT15,1
Mieke Massink,journals/corr/LaneseLSV14,1
Miguel Gómez-Zamalloa,conf/prole/2009,1
Miguel Méndez-Garabetti,conf/clei/2014s,1
Miguel E. P. Silva,journals/corr/CervesatoF17,1
Michael Marz,conf/domains/1998,1
Michael R. Fellows,conf/cats/2002,1
Michael R. Blaha,conf/atem/2003,1
Michael J. Butler,journals/corr/abs-1305-5634,1
Michael Kohlhase,journals/corr/abs-1910-08712,1
Michael Johnson,conf/concur/2002cmcim,1
Michalis Anastasopolous,conf/atem/2004,1
Michal Zima,journals/corr/BoudaHKSR16,1
Michal Szynwelski,journals/corr/AtkeyK16,1
Michael Theobald,conf/cav/2003smc,1
Michael Stay,journals/corr/abs-2211-01102,1
Michael W. Mislove,conf/express/2003,1
Mario Coppo,journals/corr/Graham-LengrandP13,1
Markus Siegle,journals/corr/BrihayeDJMS16,1
Markus Siegle,conf/qmpd/2012,1
Marta Z. Kwiatkowska,conf/express/1998,1
